order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2773176,1942,prior,1,5,19,
405438,1942,prior,2,6,18,30.0
1123735,1942,prior,3,3,11,30.0
1929617,1942,train,4,6,18,30.0
1325621,1943,prior,1,5,11,
89662,1943,prior,2,0,15,2.0
1102699,1943,prior,3,1,15,8.0
2189918,1943,prior,4,1,12,7.0
158581,1943,prior,5,0,10,6.0
591417,1943,prior,6,1,21,1.0
2266932,1943,prior,7,3,09,9.0
975755,1943,prior,8,3,00,21.0
1986041,1943,prior,9,4,11,1.0
2589608,1943,prior,10,2,10,5.0
1868425,1943,prior,11,5,08,3.0
2195530,1943,prior,12,3,11,5.0
2073281,1943,prior,13,2,12,6.0
3341291,1943,prior,14,6,09,4.0
1807698,1943,prior,15,1,22,9.0
997767,1943,prior,16,5,12,11.0
2859448,1943,prior,17,0,22,16.0
3082793,1943,prior,18,2,10,9.0
2440954,1943,prior,19,2,23,7.0
2624675,1943,prior,20,3,11,8.0
217262,1943,prior,21,1,11,5.0
2421479,1943,prior,22,1,09,7.0
3361615,1943,prior,23,1,12,7.0
3017565,1943,prior,24,3,10,9.0
1213771,1943,prior,25,1,09,5.0
2146256,1943,prior,26,1,12,7.0
1551497,1943,prior,27,3,10,2.0
707524,1943,prior,28,0,21,4.0
2451701,1943,prior,29,1,09,15.0
2482687,1943,prior,30,2,09,15.0
2498860,1943,prior,31,3,16,8.0
196828,1943,prior,32,6,08,3.0
2472554,1943,prior,33,2,16,3.0
3348060,1943,prior,34,2,16,7.0
2871486,1943,prior,35,0,17,12.0
1966754,1943,prior,36,5,11,5.0
1746356,1943,prior,37,0,20,2.0
3080842,1943,prior,38,1,04,8.0
606674,1943,prior,39,5,09,4.0
2494665,1943,prior,40,1,07,3.0
2796252,1943,prior,41,1,13,7.0
2061644,1943,prior,42,1,20,0.0
1881595,1943,prior,43,6,09,5.0
1071795,1943,prior,44,5,09,6.0
3109189,1943,prior,45,2,09,4.0
792650,1943,prior,46,4,11,9.0
3091223,1943,prior,47,2,16,5.0
488775,1943,prior,48,1,08,6.0
1808540,1943,prior,49,0,14,6.0
2090651,1943,prior,50,4,07,4.0
2563890,1943,prior,51,5,15,1.0
23394,1943,prior,52,1,19,3.0
536858,1943,prior,53,0,11,6.0
2282609,1943,prior,54,4,22,11.0
1162577,1943,prior,55,1,08,11.0
3317120,1943,prior,56,3,20,2.0
1988017,1943,prior,57,1,22,5.0
651234,1943,test,58,4,23,3.0
948490,1944,prior,1,6,16,
1687090,1944,prior,2,1,18,30.0
1181796,1944,prior,3,1,18,0.0
3150460,1944,prior,4,0,14,13.0
1547995,1944,prior,5,6,15,6.0
1318101,1944,prior,6,0,17,30.0
643453,1944,prior,7,5,11,19.0
3102893,1944,train,8,0,13,9.0
123050,1945,prior,1,3,17,
1120195,1945,prior,2,3,10,30.0
3331246,1945,prior,3,3,14,7.0
2371884,1945,prior,4,4,16,15.0
1751359,1945,prior,5,5,09,8.0
1239586,1945,prior,6,3,15,12.0
887563,1945,prior,7,1,15,19.0
2618652,1945,prior,8,4,11,10.0
1815662,1945,prior,9,3,19,30.0
2888358,1945,prior,10,4,17,8.0
1659440,1945,prior,11,2,17,19.0
443880,1945,test,12,4,17,30.0
362486,1946,prior,1,3,12,
727094,1946,prior,2,2,18,30.0
3060245,1946,prior,3,0,15,12.0
803524,1946,prior,4,4,14,11.0
3059360,1946,prior,5,2,14,30.0
754992,1946,prior,6,6,14,4.0
2895377,1946,prior,7,3,19,4.0
2824298,1946,prior,8,3,08,21.0
298950,1946,prior,9,0,14,4.0
2069907,1946,prior,10,2,16,2.0
1604603,1946,prior,11,4,16,2.0
857142,1946,prior,12,0,16,3.0
954710,1946,prior,13,1,17,8.0
2900611,1946,prior,14,2,13,8.0
2779798,1946,prior,15,6,13,4.0
2201230,1946,prior,16,6,18,0.0
2267702,1946,prior,17,2,14,3.0
352729,1946,train,18,0,17,5.0
1690614,1947,prior,1,6,14,
1921182,1947,prior,2,0,15,22.0
44855,1947,prior,3,6,17,20.0
636825,1947,prior,4,0,14,30.0
569211,1947,train,5,0,14,30.0
1440040,1948,prior,1,4,07,
968617,1948,prior,2,4,03,30.0
3321135,1948,prior,3,3,07,6.0
251817,1948,prior,4,6,19,3.0
2163161,1948,prior,5,3,07,4.0
708451,1948,prior,6,1,11,12.0
2299548,1948,prior,7,5,13,4.0
3372496,1948,prior,8,4,08,6.0
639951,1948,prior,9,0,11,3.0
2872154,1948,prior,10,0,11,7.0
268790,1948,prior,11,1,15,1.0
2931667,1948,prior,12,3,11,2.0
2708584,1948,prior,13,1,00,5.0
1581381,1948,prior,14,5,08,4.0
2111160,1948,prior,15,4,08,6.0
2125632,1948,prior,16,3,21,6.0
3213933,1948,prior,17,4,17,8.0
2537604,1948,prior,18,6,19,2.0
1094089,1948,prior,19,2,14,3.0
210837,1948,prior,20,4,18,2.0
729199,1948,prior,21,5,13,1.0
606032,1948,prior,22,0,15,2.0
2106178,1948,prior,23,3,14,3.0
1505489,1948,prior,24,6,18,3.0
1620411,1948,prior,25,1,11,2.0
1999347,1948,prior,26,6,19,19.0
1282337,1948,prior,27,0,15,1.0
1694176,1948,prior,28,4,14,4.0
2214494,1948,prior,29,6,10,2.0
3151889,1948,prior,30,1,07,2.0
839321,1948,prior,31,5,18,4.0
1601403,1948,prior,32,0,09,9.0
1751539,1948,prior,33,0,20,7.0
374367,1948,prior,34,0,20,0.0
2322253,1948,prior,35,3,13,3.0
1892994,1948,prior,36,0,18,4.0
2419787,1948,prior,37,0,12,7.0
8884,1948,prior,38,0,22,28.0
859957,1948,prior,39,5,17,12.0
28266,1948,prior,40,3,17,5.0
2004621,1948,prior,41,4,14,8.0
1978286,1948,prior,42,2,17,12.0
446178,1948,prior,43,4,11,2.0
768877,1948,prior,44,6,10,9.0
1171321,1948,prior,45,4,17,5.0
178461,1948,prior,46,0,18,3.0
2199311,1948,prior,47,2,17,9.0
1674926,1948,prior,48,5,17,3.0
3162411,1948,prior,49,1,09,10.0
2566941,1948,prior,50,4,08,17.0
2633386,1948,prior,51,6,13,2.0
2813662,1948,train,52,0,00,8.0
680858,1949,prior,1,0,18,
1900332,1949,prior,2,0,14,14.0
834682,1949,prior,3,2,15,30.0
66189,1949,prior,4,4,18,16.0
2515509,1949,prior,5,0,14,17.0
2560319,1949,prior,6,3,16,30.0
2545407,1949,prior,7,5,16,23.0
1797072,1949,prior,8,2,18,11.0
3225584,1949,train,9,2,18,30.0
2351678,1950,prior,1,3,11,
443131,1950,prior,2,1,16,12.0
1287375,1950,prior,3,2,12,15.0
2911077,1950,test,4,5,14,30.0
1132804,1951,prior,1,6,10,
2633175,1951,prior,2,3,06,18.0
1372356,1951,prior,3,3,15,14.0
2016872,1951,prior,4,5,07,2.0
2577252,1951,prior,5,1,15,30.0
2721746,1951,prior,6,3,14,9.0
2144749,1951,prior,7,4,09,8.0
1016676,1951,prior,8,4,12,7.0
497866,1951,prior,9,1,12,4.0
1004023,1951,prior,10,3,19,2.0
452432,1951,prior,11,0,10,4.0
3003426,1951,prior,12,1,08,8.0
3157341,1951,prior,13,3,15,2.0
1696594,1951,prior,14,0,15,11.0
2509054,1951,prior,15,4,15,4.0
979494,1951,prior,16,3,09,6.0
2080086,1951,prior,17,1,14,30.0
112377,1951,prior,18,0,20,13.0
1891761,1951,prior,19,4,17,11.0
497219,1951,prior,20,2,12,5.0
2727819,1951,prior,21,4,17,2.0
735989,1951,prior,22,1,08,4.0
748563,1951,prior,23,1,10,7.0
311189,1951,prior,24,1,07,7.0
309603,1951,prior,25,2,08,8.0
1744739,1951,prior,26,3,14,1.0
1273002,1951,prior,27,3,15,7.0
2542822,1951,prior,28,1,15,12.0
2660821,1951,prior,29,6,14,5.0
2307281,1951,prior,30,3,09,25.0
534650,1951,prior,31,2,11,6.0
1252194,1951,prior,32,1,16,6.0
1465772,1951,prior,33,4,15,10.0
668701,1951,prior,34,1,12,11.0
247400,1951,prior,35,0,09,6.0
2894503,1951,test,36,3,12,30.0
1142858,1952,prior,1,3,12,
654548,1952,prior,2,5,15,9.0
2907523,1952,prior,3,1,15,3.0
2886447,1952,prior,4,6,17,12.0
1128850,1952,prior,5,3,11,18.0
1525211,1952,prior,6,2,12,6.0
1100193,1952,train,7,5,16,3.0
438963,1953,prior,1,2,13,
1167461,1953,prior,2,2,09,14.0
2391849,1953,prior,3,3,13,8.0
3233575,1953,prior,4,4,15,8.0
564876,1953,prior,5,1,10,11.0
1201647,1953,prior,6,4,15,3.0
1306024,1953,prior,7,2,09,12.0
1073980,1953,prior,8,1,17,13.0
377721,1953,prior,9,3,09,9.0
1321089,1953,prior,10,5,17,2.0
955164,1953,prior,11,3,17,30.0
248041,1953,prior,12,5,15,16.0
1823035,1953,prior,13,1,10,10.0
3025807,1953,prior,14,3,09,2.0
2137510,1953,prior,15,5,08,9.0
1498722,1953,prior,16,5,14,0.0
1140146,1953,prior,17,5,14,7.0
2841475,1953,prior,18,2,11,11.0
538838,1953,prior,19,4,10,9.0
1772298,1953,prior,20,3,09,6.0
476970,1953,prior,21,4,09,8.0
3272277,1953,prior,22,3,09,6.0
497492,1953,prior,23,1,15,5.0
160051,1953,prior,24,1,14,7.0
1472514,1953,prior,25,5,13,4.0
3391428,1953,train,26,1,09,10.0
2706816,1954,prior,1,3,10,
1967027,1954,prior,2,2,15,30.0
1475075,1954,prior,3,3,13,15.0
2443753,1954,prior,4,3,11,28.0
1231583,1954,train,5,5,12,30.0
3248163,1955,prior,1,2,20,
289041,1955,prior,2,0,10,12.0
440332,1955,prior,3,0,12,7.0
1034713,1955,prior,4,2,18,9.0
3292828,1955,prior,5,2,19,7.0
90894,1955,prior,6,2,09,7.0
3208174,1955,prior,7,0,15,12.0
869682,1955,prior,8,6,11,13.0
2682307,1955,prior,9,5,19,13.0
1111365,1955,prior,10,0,12,9.0
2699066,1955,prior,11,0,11,7.0
3266160,1955,prior,12,6,21,6.0
2942697,1955,prior,13,1,08,9.0
1845680,1955,prior,14,0,11,6.0
1296056,1955,prior,15,0,13,7.0
3013059,1955,prior,16,1,17,15.0
2565480,1955,prior,17,3,20,9.0
3163263,1955,prior,18,5,19,9.0
2499759,1955,prior,19,0,14,9.0
2994359,1955,prior,20,0,12,14.0
21578,1955,prior,21,2,18,9.0
1622701,1955,prior,22,2,21,21.0
2585528,1955,prior,23,3,11,15.0
2705514,1955,prior,24,6,09,10.0
441343,1955,prior,25,1,13,16.0
622933,1955,prior,26,1,14,7.0
2840270,1955,prior,27,6,12,5.0
2746966,1955,prior,28,0,16,15.0
10444,1955,prior,29,0,15,7.0
1844013,1955,prior,30,1,17,8.0
1160642,1955,prior,31,4,19,10.0
2038311,1955,prior,32,2,18,12.0
1809805,1955,prior,33,0,14,5.0
3181023,1955,prior,34,2,18,16.0
1060912,1955,prior,35,6,15,11.0
369341,1955,prior,36,6,12,7.0
18531,1955,test,37,1,12,9.0
556185,1956,prior,1,3,08,
1509361,1956,prior,2,0,20,30.0
2654407,1956,prior,3,0,21,7.0
1434624,1956,prior,4,0,12,7.0
1780693,1956,prior,5,6,20,13.0
1354942,1956,prior,6,0,20,22.0
454536,1956,prior,7,6,17,30.0
103086,1956,train,8,0,14,22.0
822247,1957,prior,1,1,18,
289555,1957,prior,2,4,17,3.0
2820228,1957,prior,3,6,09,2.0
3379094,1957,train,4,3,19,18.0
3293417,1958,prior,1,2,13,
887670,1958,prior,2,2,09,7.0
456432,1958,prior,3,1,17,6.0
2551725,1958,prior,4,1,13,7.0
1832838,1958,prior,5,3,16,2.0
2476354,1958,prior,6,2,15,6.0
1909935,1958,prior,7,4,16,2.0
3017016,1958,prior,8,2,10,5.0
1707608,1958,prior,9,2,18,7.0
829896,1958,prior,10,2,16,7.0
662196,1958,prior,11,5,12,3.0
1503140,1958,prior,12,2,18,4.0
2634917,1958,prior,13,5,09,3.0
2716152,1958,prior,14,5,10,0.0
613038,1958,prior,15,3,10,5.0
2810799,1958,prior,16,5,11,23.0
1258981,1958,prior,17,1,16,3.0
432990,1958,prior,18,1,16,7.0
37588,1958,prior,19,4,13,3.0
1385246,1958,prior,20,2,13,5.0
1125273,1958,prior,21,5,15,3.0
1819109,1958,prior,22,3,17,5.0
1389817,1958,prior,23,3,14,7.0
1909109,1958,prior,24,3,10,7.0
1708744,1958,prior,25,1,11,5.0
1376680,1958,prior,26,1,16,0.0
204381,1958,prior,27,3,16,2.0
1289861,1958,prior,28,3,11,7.0
399292,1958,prior,29,4,11,1.0
1801925,1958,prior,30,1,16,4.0
2632465,1958,prior,31,2,15,1.0
2061335,1958,prior,32,1,11,6.0
1512578,1958,prior,33,2,12,1.0
735802,1958,prior,34,5,09,3.0
124927,1958,prior,35,2,10,4.0
910054,1958,prior,36,3,13,1.0
264129,1958,prior,37,5,12,2.0
2815530,1958,prior,38,1,12,3.0
2309995,1958,prior,39,2,09,1.0
797224,1958,prior,40,2,17,0.0
907944,1958,prior,41,4,10,2.0
2329846,1958,prior,42,5,10,1.0
1037159,1958,prior,43,1,11,3.0
285376,1958,prior,44,2,11,1.0
3183801,1958,prior,45,1,14,6.0
741807,1958,prior,46,2,10,1.0
1934444,1958,prior,47,4,09,2.0
144235,1958,prior,48,4,14,0.0
1629317,1958,prior,49,5,11,1.0
3273202,1958,prior,50,5,12,0.0
121704,1958,prior,51,0,14,2.0
3299230,1958,prior,52,3,10,3.0
1278249,1958,prior,53,4,09,1.0
2624777,1958,prior,54,5,09,1.0
503099,1958,prior,55,1,16,3.0
782692,1958,prior,56,2,12,1.0
2550340,1958,prior,57,3,09,1.0
2521899,1958,prior,58,4,09,1.0
1739788,1958,prior,59,5,10,1.0
2024746,1958,prior,60,1,11,3.0
754532,1958,prior,61,4,09,10.0
33608,1958,prior,62,1,13,4.0
3368193,1958,prior,63,2,10,1.0
462938,1958,prior,64,3,15,1.0
2992191,1958,prior,65,4,11,1.0
304207,1958,prior,66,5,15,1.0
1286072,1958,prior,67,1,14,3.0
3021710,1958,prior,68,2,10,1.0
2426073,1958,prior,69,3,12,1.0
1811831,1958,prior,70,5,10,2.0
720929,1958,prior,71,2,10,4.0
1610946,1958,prior,72,4,16,2.0
2375035,1958,prior,73,3,09,13.0
323010,1958,prior,74,5,11,2.0
11683,1958,prior,75,1,11,3.0
210339,1958,prior,76,2,10,1.0
2634038,1958,prior,77,2,14,0.0
3368612,1958,prior,78,3,10,1.0
2702373,1958,prior,79,5,10,2.0
1396326,1958,prior,80,5,13,0.0
484066,1958,prior,81,2,11,4.0
1188970,1958,prior,82,3,09,1.0
543023,1958,prior,83,4,11,1.0
2205747,1958,prior,84,5,10,1.0
541759,1958,prior,85,1,12,3.0
224542,1958,prior,86,2,09,1.0
951467,1958,prior,87,3,09,1.0
1017929,1958,prior,88,3,11,0.0
254398,1958,prior,89,5,09,2.0
2579751,1958,prior,90,1,11,3.0
1213313,1958,prior,91,2,10,1.0
1959923,1958,prior,92,3,12,1.0
1705557,1958,prior,93,3,16,0.0
614852,1958,prior,94,1,09,5.0
718605,1958,prior,95,1,13,0.0
351995,1958,prior,96,2,13,1.0
1313887,1958,prior,97,3,12,1.0
2772636,1958,prior,98,3,16,0.0
625605,1958,prior,99,1,12,5.0
1696468,1958,train,100,1,13,0.0
1516181,1959,prior,1,3,10,
1856569,1959,prior,2,3,16,7.0
3043426,1959,prior,3,5,14,2.0
495127,1959,prior,4,6,12,15.0
2102995,1959,train,5,6,12,7.0
3230433,1960,prior,1,1,11,
3066799,1960,prior,2,5,13,30.0
720352,1960,prior,3,2,23,11.0
153491,1960,prior,4,2,15,30.0
2579417,1960,prior,5,1,13,13.0
2396204,1960,prior,6,3,13,2.0
1470424,1960,prior,7,3,11,30.0
1461538,1960,prior,8,1,15,26.0
2343505,1960,prior,9,2,10,15.0
1451236,1960,prior,10,4,10,9.0
3207019,1960,prior,11,3,08,6.0
1992340,1960,prior,12,5,20,23.0
1028773,1960,prior,13,0,19,16.0
3200527,1960,prior,14,4,16,4.0
2954085,1960,prior,15,4,11,7.0
752847,1960,prior,16,2,18,19.0
1203420,1960,prior,17,6,00,25.0
2845361,1960,train,18,3,11,18.0
1472564,1961,prior,1,1,11,
416822,1961,prior,2,1,18,21.0
1617061,1961,prior,3,0,10,13.0
330274,1961,test,4,0,15,7.0
2047182,1962,prior,1,0,17,
2668787,1962,prior,2,0,13,7.0
117893,1962,prior,3,1,16,15.0
1283166,1962,prior,4,0,17,20.0
419773,1962,prior,5,1,10,8.0
124056,1962,prior,6,6,15,30.0
329201,1962,train,7,6,20,28.0
2882193,1963,prior,1,3,18,
1428728,1963,prior,2,5,15,23.0
2394391,1963,prior,3,4,13,6.0
3082259,1963,prior,4,0,08,10.0
90999,1963,prior,5,1,17,8.0
1440983,1963,train,6,5,07,18.0
1644355,1964,prior,1,2,16,
2799071,1964,prior,2,5,17,30.0
1230183,1964,prior,3,4,13,20.0
2848095,1964,prior,4,4,14,28.0
1501163,1964,prior,5,1,12,4.0
1476406,1964,prior,6,2,15,30.0
2466465,1964,test,7,2,18,30.0
2514280,1965,prior,1,4,09,
1055893,1965,prior,2,1,12,11.0
2273937,1965,prior,3,6,20,12.0
3349516,1965,prior,4,3,17,11.0
1612292,1965,prior,5,0,22,25.0
875546,1965,prior,6,1,11,29.0
2739203,1965,prior,7,1,15,28.0
1838978,1965,prior,8,4,10,10.0
346334,1965,prior,9,6,12,9.0
528109,1965,prior,10,1,11,9.0
977470,1965,prior,11,1,11,21.0
830269,1965,prior,12,4,10,10.0
2911161,1965,prior,13,3,10,13.0
3240844,1965,prior,14,4,12,8.0
1604345,1965,prior,15,0,10,10.0
57764,1965,prior,16,1,09,15.0
1554912,1965,prior,17,5,10,25.0
1925510,1965,prior,18,1,08,24.0
2131285,1965,prior,19,3,19,9.0
3237143,1965,prior,20,4,11,15.0
375911,1965,prior,21,1,22,11.0
1869265,1965,prior,22,1,12,7.0
269905,1965,prior,23,6,22,5.0
1059108,1965,prior,24,1,13,16.0
2272607,1965,prior,25,1,16,7.0
832190,1965,prior,26,1,13,7.0
2451386,1965,prior,27,6,11,12.0
1250869,1965,train,28,2,15,3.0
591590,1966,prior,1,3,18,
2186157,1966,prior,2,1,14,5.0
3361258,1966,prior,3,4,16,3.0
885581,1966,prior,4,5,11,15.0
612013,1966,prior,5,5,09,14.0
206855,1966,prior,6,2,11,11.0
1570499,1966,prior,7,5,10,3.0
3318510,1966,prior,8,4,15,13.0
2984170,1966,prior,9,5,10,8.0
3280137,1966,prior,10,5,11,7.0
2574579,1966,prior,11,5,11,14.0
3349262,1966,prior,12,4,17,20.0
1436785,1966,prior,13,2,16,12.0
726481,1966,prior,14,3,11,29.0
1567744,1966,prior,15,5,09,30.0
2077940,1966,prior,16,5,09,7.0
1833467,1966,prior,17,4,15,13.0
1442066,1966,test,18,4,15,21.0
1820431,1967,prior,1,2,10,
2994162,1967,prior,2,4,15,2.0
2402961,1967,prior,3,2,18,12.0
1495967,1967,prior,4,0,11,5.0
2190136,1967,prior,5,6,18,6.0
1721483,1967,prior,6,6,13,21.0
1319701,1967,prior,7,0,12,15.0
1543864,1967,prior,8,5,19,5.0
1397592,1967,prior,9,4,15,6.0
459031,1967,prior,10,0,10,24.0
3206567,1967,prior,11,2,14,9.0
3342614,1967,prior,12,0,15,5.0
2030492,1967,prior,13,6,15,6.0
2775973,1967,prior,14,5,19,6.0
2030721,1967,prior,15,6,16,8.0
863578,1967,prior,16,0,13,8.0
2880147,1967,prior,17,5,17,5.0
1574085,1967,prior,18,0,19,9.0
903141,1967,prior,19,1,11,1.0
2113026,1967,prior,20,5,17,11.0
490920,1967,prior,21,5,18,7.0
2354898,1967,prior,22,5,16,14.0
1054558,1967,prior,23,0,16,9.0
2877548,1967,prior,24,2,16,16.0
3320953,1967,prior,25,0,15,19.0
814067,1967,prior,26,3,08,3.0
1487253,1967,prior,27,6,15,10.0
1171895,1967,prior,28,1,20,9.0
209496,1967,prior,29,5,18,4.0
420827,1967,prior,30,1,12,10.0
536169,1967,prior,31,4,17,10.0
431683,1967,prior,32,0,11,17.0
2780280,1967,prior,33,0,12,7.0
2014720,1967,prior,34,6,12,6.0
1076066,1967,prior,35,6,18,21.0
2729751,1967,prior,36,0,19,1.0
2541711,1967,prior,37,0,14,7.0
1085107,1967,prior,38,2,13,9.0
2992254,1967,train,39,0,18,19.0
2133522,1968,prior,1,4,14,
540192,1968,prior,2,4,08,30.0
55597,1968,prior,3,4,10,30.0
1998752,1968,train,4,4,10,7.0
482743,1969,prior,1,1,20,
2591511,1969,prior,2,2,01,22.0
1087574,1969,prior,3,6,01,11.0
216513,1969,prior,4,0,12,8.0
3160788,1969,prior,5,1,23,1.0
3379854,1969,prior,6,1,03,7.0
221742,1969,train,7,1,23,0.0
2360240,1970,prior,1,6,00,
1949427,1970,prior,2,6,10,0.0
967948,1970,prior,3,5,00,6.0
2545948,1970,train,4,4,01,6.0
2102347,1971,prior,1,4,14,
2985143,1971,prior,2,4,12,7.0
2966681,1971,prior,3,0,14,10.0
1588228,1971,prior,4,3,11,3.0
1264566,1971,prior,5,3,09,7.0
712171,1971,prior,6,5,13,2.0
88114,1971,prior,7,2,11,11.0
2372757,1971,prior,8,5,21,3.0
170297,1971,prior,9,2,16,11.0
426540,1971,prior,10,1,16,13.0
1125543,1971,prior,11,5,10,4.0
768342,1971,prior,12,1,12,3.0
2251217,1971,prior,13,2,15,1.0
514396,1971,prior,14,6,07,4.0
342386,1971,prior,15,1,14,2.0
315068,1971,prior,16,6,17,5.0
2096567,1971,prior,17,1,07,2.0
662745,1971,prior,18,3,14,2.0
180142,1971,prior,19,5,15,2.0
2895230,1971,prior,20,2,14,4.0
1655700,1971,prior,21,6,18,4.0
2619580,1971,prior,22,4,14,5.0
167814,1971,prior,23,3,19,13.0
2757431,1971,prior,24,1,17,5.0
2581342,1971,prior,25,6,21,5.0
2632500,1971,prior,26,4,19,5.0
733158,1971,prior,27,1,14,18.0
2729127,1971,prior,28,4,11,3.0
2810527,1971,prior,29,6,22,9.0
1535947,1971,prior,30,4,13,5.0
501529,1971,prior,31,5,21,1.0
3008867,1971,prior,32,1,15,3.0
833645,1971,prior,33,0,10,6.0
2619764,1971,prior,34,3,07,3.0
3233570,1971,prior,35,5,11,2.0
2658061,1971,prior,36,5,20,0.0
2638530,1971,prior,37,5,07,7.0
1848677,1971,prior,38,2,12,4.0
1947184,1971,prior,39,4,12,2.0
2106436,1971,prior,40,1,11,4.0
2270660,1971,prior,41,0,14,6.0
512263,1971,prior,42,2,19,2.0
2127539,1971,prior,43,0,10,5.0
1798331,1971,prior,44,0,19,0.0
1903628,1971,prior,45,3,15,3.0
3231496,1971,prior,46,6,14,3.0
511127,1971,prior,47,3,09,4.0
645144,1971,prior,48,2,14,6.0
1050404,1971,prior,49,4,14,2.0
1968958,1971,prior,50,0,19,3.0
1362989,1971,prior,51,5,13,5.0
3238819,1971,prior,52,2,12,4.0
2450659,1971,prior,53,0,21,5.0
813516,1971,prior,54,4,21,4.0
1112938,1971,prior,55,1,20,4.0
138070,1971,prior,56,0,20,6.0
2969343,1971,test,57,0,22,7.0
1949242,1972,prior,1,1,22,
1176348,1972,prior,2,2,14,22.0
3188074,1972,prior,3,2,13,30.0
2897337,1972,prior,4,2,12,30.0
542816,1972,prior,5,1,08,20.0
425347,1972,prior,6,3,07,16.0
1496345,1972,prior,7,5,19,16.0
767219,1972,prior,8,1,14,17.0
1939213,1972,prior,9,3,09,30.0
183228,1972,prior,10,6,12,30.0
2624549,1972,prior,11,4,14,12.0
2755113,1972,test,12,1,13,25.0
1620906,1973,prior,1,3,13,
442973,1973,prior,2,0,08,4.0
1926435,1973,prior,3,1,13,8.0
498107,1973,prior,4,0,09,13.0
1075679,1973,prior,5,0,16,7.0
2414935,1973,prior,6,0,16,7.0
1218003,1973,prior,7,5,11,5.0
495956,1973,prior,8,0,16,9.0
1073051,1973,prior,9,4,15,11.0
1948921,1973,prior,10,0,14,10.0
2299618,1973,prior,11,4,11,4.0
1354687,1973,prior,12,1,15,4.0
3236785,1973,train,13,3,15,2.0
1299313,1974,prior,1,3,12,
2000404,1974,prior,2,1,13,12.0
3248255,1974,prior,3,2,15,8.0
2706003,1974,prior,4,3,12,8.0
3018030,1974,prior,5,3,13,7.0
1195926,1974,prior,6,1,10,5.0
2712343,1974,prior,7,5,10,11.0
796349,1974,prior,8,4,11,6.0
1625859,1974,train,9,3,10,6.0
1006744,1975,prior,1,6,17,
3086839,1975,prior,2,2,19,30.0
2494879,1975,prior,3,0,12,12.0
570765,1975,prior,4,0,09,28.0
2936120,1975,test,5,5,13,12.0
1067513,1976,prior,1,6,09,
1632329,1976,prior,2,4,18,12.0
60787,1976,prior,3,1,18,4.0
1386814,1976,prior,4,4,18,3.0
2642553,1976,prior,5,3,19,30.0
129696,1976,prior,6,6,08,10.0
575941,1976,prior,7,2,12,3.0
365283,1976,prior,8,6,21,18.0
17800,1976,prior,9,3,18,4.0
1520552,1976,prior,10,0,20,30.0
2442148,1976,prior,11,5,18,12.0
2981862,1976,test,12,5,18,0.0
1248598,1977,prior,1,6,13,
1096256,1977,prior,2,5,22,27.0
1733719,1977,prior,3,6,15,29.0
1365320,1977,prior,4,3,21,11.0
1463314,1977,prior,5,2,11,30.0
66382,1977,prior,6,0,10,26.0
3082230,1977,prior,7,2,17,9.0
2142476,1977,prior,8,2,13,7.0
316619,1977,prior,9,0,16,5.0
3332985,1977,prior,10,3,12,10.0
1264995,1977,prior,11,2,14,6.0
1950741,1977,test,12,2,10,14.0
1570945,1978,prior,1,3,20,
3205286,1978,prior,2,0,23,30.0
1463950,1978,prior,3,3,23,30.0
1208407,1978,prior,4,1,22,5.0
2191310,1978,prior,5,4,12,17.0
2736662,1978,prior,6,5,12,30.0
429495,1978,prior,7,4,09,13.0
1243864,1978,prior,8,1,16,11.0
2044647,1978,prior,9,2,05,8.0
1399467,1978,prior,10,5,19,10.0
1408411,1978,prior,11,1,18,3.0
2366878,1978,prior,12,3,09,30.0
1040447,1978,prior,13,3,18,21.0
1763237,1978,train,14,2,11,20.0
132614,1979,prior,1,6,17,
710306,1979,prior,2,0,08,22.0
3248955,1979,prior,3,5,19,30.0
1732481,1979,prior,4,0,14,9.0
1740075,1979,prior,5,0,18,30.0
2698008,1979,prior,6,6,15,6.0
2903840,1979,prior,7,1,18,9.0
2413675,1979,prior,8,5,22,4.0
2283419,1979,prior,9,6,17,29.0
1535815,1979,prior,10,0,15,8.0
3016336,1979,prior,11,0,10,7.0
3253856,1979,prior,12,6,16,30.0
1497740,1979,prior,13,5,12,6.0
2993367,1979,prior,14,4,08,30.0
213673,1979,prior,15,2,09,19.0
200460,1979,prior,16,6,15,18.0
3151218,1979,prior,17,4,20,19.0
113213,1979,prior,18,5,11,8.0
1780152,1979,prior,19,6,15,15.0
2947672,1979,train,20,6,23,14.0
3079940,1980,prior,1,0,10,
2864163,1980,prior,2,5,10,5.0
413598,1980,prior,3,2,11,11.0
2013093,1980,prior,4,6,12,11.0
3256167,1980,prior,5,6,08,14.0
346343,1980,prior,6,6,11,7.0
1248783,1980,prior,7,6,09,7.0
2912391,1980,prior,8,1,11,9.0
2435251,1980,prior,9,1,11,0.0
1067209,1980,prior,10,6,12,12.0
351666,1980,prior,11,0,18,1.0
2059711,1980,prior,12,2,19,9.0
1066609,1980,prior,13,0,16,5.0
532835,1980,prior,14,6,10,30.0
2158219,1980,prior,15,3,10,25.0
2657447,1980,prior,16,3,10,21.0
2884727,1980,test,17,6,12,17.0
495559,1981,prior,1,3,08,
385121,1981,prior,2,0,08,11.0
796498,1981,prior,3,6,18,30.0
1394485,1981,prior,4,6,13,28.0
2867590,1981,prior,5,2,07,30.0
